satisfaction,Gender,CustomerType,Age,TypeofTravel,Class,FlightDistance,DepartureDelayinMinutes,ArrivalDelayinMinutes
dissatisfied,Male,disloyalCustomer,16,Businesstravel,Eco,1882,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1833,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1736,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1842,0,0
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,1346,0,0
dissatisfied,Female,disloyalCustomer,34,Businesstravel,Eco,1732,0,0
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,1678,0,0
dissatisfied,Male,disloyalCustomer,57,Businesstravel,Eco,1560,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1748,0,0
dissatisfied,Male,disloyalCustomer,16,Businesstravel,Eco,1664,0,0
dissatisfied,Female,disloyalCustomer,49,Businesstravel,Eco,1231,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1097,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1381,3,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1390,0,0
dissatisfied,Female,disloyalCustomer,50,Businesstravel,Eco,1343,3,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1088,0,0
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,1972,0,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1042,1,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1673,0,0
dissatisfied,Male,disloyalCustomer,33,Businesstravel,Eco,1461,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1587,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1145,0,0
dissatisfied,Male,disloyalCustomer,54,Businesstravel,Eco,955,0,0
dissatisfied,Female,disloyalCustomer,38,Businesstravel,Eco,893,0,0
dissatisfied,Male,disloyalCustomer,33,Businesstravel,Eco,769,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1200,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1417,0,0
dissatisfied,Male,disloyalCustomer,18,Businesstravel,Eco,2048,4,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,EcoPlus,2215,2,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1688,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1591,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,1995,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1720,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2186,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1915,2,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1803,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2053,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1283,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,2061,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1690,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1184,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2811,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Eco,1617,0,0
dissatisfied,Female,disloyalCustomer,52,Businesstravel,Eco,1688,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1461,0,0
dissatisfied,Male,disloyalCustomer,28,Businesstravel,Eco,1667,2,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1831,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1656,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,2185,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1728,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1407,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1439,0,0
dissatisfied,Male,disloyalCustomer,47,Businesstravel,Eco,1788,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1254,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1650,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1082,0,0
dissatisfied,Female,disloyalCustomer,58,Businesstravel,Eco,1595,0,0
dissatisfied,Female,disloyalCustomer,28,Businesstravel,Eco,1635,1,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,2308,0,0
dissatisfied,Female,disloyalCustomer,17,Businesstravel,Eco,1690,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1339,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,2266,0,0
dissatisfied,Male,disloyalCustomer,20,Businesstravel,Eco,2279,0,0
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Eco,1774,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,2208,7,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1780,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1746,0,0
dissatisfied,Female,disloyalCustomer,58,Businesstravel,Eco,1441,0,0
dissatisfied,Male,disloyalCustomer,44,Businesstravel,Eco,1711,0,0
dissatisfied,Female,disloyalCustomer,38,Businesstravel,Eco,1339,0,0
dissatisfied,Female,disloyalCustomer,30,Businesstravel,Eco,1256,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,1539,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1837,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1434,0,0
dissatisfied,Male,disloyalCustomer,32,Businesstravel,Eco,1449,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1540,0,0
dissatisfied,Female,disloyalCustomer,79,Businesstravel,Eco,1725,0,0
dissatisfied,Male,disloyalCustomer,20,Businesstravel,Eco,1838,0,0
dissatisfied,Male,disloyalCustomer,49,Businesstravel,Eco,1799,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1742,6,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1352,8,0
dissatisfied,Female,disloyalCustomer,39,Businesstravel,Eco,1291,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,1172,0,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1366,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1594,1,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1556,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1103,12,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1472,1,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Eco,1078,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,1833,0,0
dissatisfied,Male,disloyalCustomer,49,Businesstravel,Eco,1175,0,0
dissatisfied,Male,disloyalCustomer,18,Businesstravel,Eco,1041,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1211,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,1654,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,961,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1108,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1017,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,1748,0,0
dissatisfied,Female,disloyalCustomer,18,Businesstravel,Eco,1770,0,0
dissatisfied,Male,disloyalCustomer,59,Businesstravel,Eco,1142,0,0
dissatisfied,Male,disloyalCustomer,40,Businesstravel,Eco,1843,0,0
dissatisfied,Male,disloyalCustomer,8,Businesstravel,Business,3404,15,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1555,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,EcoPlus,1763,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,2080,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,2557,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,2145,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1830,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1599,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1795,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,1704,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,1587,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,1367,0,0
dissatisfied,Female,disloyalCustomer,30,Businesstravel,Eco,1718,0,0
dissatisfied,Female,disloyalCustomer,30,Businesstravel,Eco,1793,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,2432,0,0
dissatisfied,Male,disloyalCustomer,18,Businesstravel,Eco,1751,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,2210,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,2193,0,0
dissatisfied,Male,disloyalCustomer,20,Businesstravel,Eco,1990,0,0
dissatisfied,Male,disloyalCustomer,17,Businesstravel,Eco,1559,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,2524,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,2559,4,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,2203,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,EcoPlus,2109,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1514,0,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,2075,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,3739,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2446,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1565,4,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2763,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,2244,0,0
dissatisfied,Male,disloyalCustomer,10,Businesstravel,Eco,1355,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1751,0,0
dissatisfied,Male,disloyalCustomer,45,Businesstravel,Eco,1951,0,0
dissatisfied,Male,disloyalCustomer,18,Businesstravel,Eco,1984,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1830,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1229,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1392,4,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,2152,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1821,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1564,0,0
dissatisfied,Male,disloyalCustomer,45,Businesstravel,Eco,1463,0,0
dissatisfied,Female,disloyalCustomer,43,Businesstravel,Eco,2025,0,0
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Eco,1829,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,2023,0,0
dissatisfied,Male,disloyalCustomer,41,Businesstravel,Eco,1509,3,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1700,0,0
dissatisfied,Male,disloyalCustomer,16,Businesstravel,Eco,1491,0,0
dissatisfied,Male,disloyalCustomer,27,Businesstravel,Eco,1265,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1388,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1822,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,2055,0,0
dissatisfied,Female,disloyalCustomer,38,Businesstravel,Eco,1531,0,0
dissatisfied,Male,disloyalCustomer,34,Businesstravel,Eco,1291,0,0
dissatisfied,Male,disloyalCustomer,33,Businesstravel,Eco,2270,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,2026,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1594,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,2005,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1479,0,0
dissatisfied,Female,disloyalCustomer,54,Businesstravel,Eco,1313,9,0
dissatisfied,Female,disloyalCustomer,39,Businesstravel,Eco,2080,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1562,0,0
dissatisfied,Female,disloyalCustomer,38,Businesstravel,Eco,1735,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,2017,10,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1406,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1334,0,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1560,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1442,0,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1394,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1388,0,0
dissatisfied,Female,disloyalCustomer,62,Businesstravel,Eco,1576,1,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1400,0,0
dissatisfied,Female,disloyalCustomer,34,Businesstravel,Eco,1919,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1587,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1471,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,Eco,1382,0,0
dissatisfied,Female,disloyalCustomer,30,Businesstravel,Eco,1070,0,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1284,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1559,0,0
dissatisfied,Male,disloyalCustomer,42,Businesstravel,Eco,1637,0,0
dissatisfied,Female,disloyalCustomer,20,Businesstravel,EcoPlus,2059,16,0
dissatisfied,Male,disloyalCustomer,34,Businesstravel,Eco,1256,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1337,0,0
dissatisfied,Male,disloyalCustomer,44,Businesstravel,Eco,1269,0,0
dissatisfied,Male,disloyalCustomer,54,Businesstravel,Eco,1346,0,0
dissatisfied,Male,disloyalCustomer,40,Businesstravel,Eco,1338,0,0
dissatisfied,Male,disloyalCustomer,38,Businesstravel,Eco,1284,0,0
dissatisfied,Male,disloyalCustomer,17,Businesstravel,EcoPlus,1529,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,1392,0,0
dissatisfied,Female,disloyalCustomer,57,Businesstravel,Eco,1461,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,1616,0,0
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,1597,0,0
dissatisfied,Female,disloyalCustomer,50,Businesstravel,Eco,1299,0,0
dissatisfied,Female,disloyalCustomer,16,Businesstravel,EcoPlus,2012,0,0
dissatisfied,Male,disloyalCustomer,43,Businesstravel,Eco,1300,0,0
dissatisfied,Male,disloyalCustomer,43,Businesstravel,Eco,1503,8,0
dissatisfied,Male,disloyalCustomer,56,Businesstravel,Eco,1059,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1650,0,0
dissatisfied,Female,disloyalCustomer,21,Businesstravel,Eco,1146,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1681,2,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Eco,2083,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1779,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1999,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1207,0,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,1533,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,2435,3,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1970,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,EcoPlus,2383,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1724,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,2105,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1819,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1563,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1985,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1040,2,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1408,0,0
dissatisfied,Female,disloyalCustomer,17,Businesstravel,Eco,1751,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,2109,0,0
dissatisfied,Female,disloyalCustomer,50,Businesstravel,Eco,1836,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1794,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1592,0,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,2252,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1967,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,1510,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1769,0,0
dissatisfied,Female,disloyalCustomer,50,Businesstravel,Eco,2062,0,0
dissatisfied,Male,disloyalCustomer,30,Businesstravel,Eco,1668,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1548,10,0
dissatisfied,Female,disloyalCustomer,28,Businesstravel,Eco,1743,19,0
dissatisfied,Male,disloyalCustomer,32,Businesstravel,Eco,1247,0,0
dissatisfied,Male,disloyalCustomer,20,Businesstravel,Eco,1092,0,0
dissatisfied,Male,disloyalCustomer,33,Businesstravel,Eco,2045,0,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,2129,0,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1946,0,0
dissatisfied,Male,disloyalCustomer,41,Businesstravel,Eco,2011,0,0
dissatisfied,Male,disloyalCustomer,33,Businesstravel,Eco,1499,0,0
dissatisfied,Male,disloyalCustomer,20,Businesstravel,Eco,1926,0,0
dissatisfied,Female,disloyalCustomer,34,Businesstravel,Eco,1977,0,0
dissatisfied,Female,disloyalCustomer,39,Businesstravel,Eco,1825,0,0
dissatisfied,Male,disloyalCustomer,35,Businesstravel,Eco,1358,0,0
dissatisfied,Male,disloyalCustomer,38,Businesstravel,Eco,1942,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,1253,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1092,0,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1785,0,0
dissatisfied,Female,disloyalCustomer,32,Businesstravel,Eco,1323,0,0
dissatisfied,Male,disloyalCustomer,22,Businesstravel,Eco,1808,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,1694,2,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,1834,0,0
dissatisfied,Female,disloyalCustomer,62,Businesstravel,Eco,1360,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1445,0,0
dissatisfied,Male,disloyalCustomer,43,Businesstravel,Eco,1096,2,0
dissatisfied,Male,disloyalCustomer,55,Businesstravel,Eco,1873,0,0
dissatisfied,Male,disloyalCustomer,49,Businesstravel,Eco,1727,2,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,1362,0,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1388,0,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1194,0,0
dissatisfied,Male,disloyalCustomer,37,Businesstravel,Eco,1810,0,0
dissatisfied,Male,disloyalCustomer,18,Businesstravel,Business,1814,0,0
dissatisfied,Female,disloyalCustomer,39,Businesstravel,Eco,1539,0,0
dissatisfied,Male,disloyalCustomer,33,Businesstravel,Eco,1325,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1248,0,0
dissatisfied,Male,disloyalCustomer,30,Businesstravel,Eco,1742,0,0
dissatisfied,Female,disloyalCustomer,37,Businesstravel,Eco,763,0,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1933,0,0
dissatisfied,Male,disloyalCustomer,33,Businesstravel,Eco,1017,3,0
dissatisfied,Female,disloyalCustomer,23,Businesstravel,Eco,1379,0,0
dissatisfied,Male,disloyalCustomer,47,Businesstravel,Eco,1197,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1863,1,0
dissatisfied,Male,disloyalCustomer,36,Businesstravel,Eco,1161,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1340,0,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1776,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1335,0,0
dissatisfied,Female,disloyalCustomer,8,Businesstravel,Business,2694,4,0
dissatisfied,Male,disloyalCustomer,21,Businesstravel,Eco,1525,0,0
dissatisfied,Female,disloyalCustomer,22,Businesstravel,Eco,2074,1,0
dissatisfied,Female,disloyalCustomer,26,Businesstravel,Business,851,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Business,1619,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Eco,1917,0,0
dissatisfied,Female,disloyalCustomer,55,Businesstravel,Eco,2083,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,2336,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1679,0,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,2211,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,EcoPlus,2650,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,2003,2,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Business,1230,3,0
dissatisfied,Male,disloyalCustomer,25,Businesstravel,Business,1639,0,0
dissatisfied,Female,disloyalCustomer,24,Businesstravel,Eco,2210,9,0
dissatisfied,Female,disloyalCustomer,27,Businesstravel,Eco,2061,0,0
dissatisfied,Female,disloyalCustomer,25,Businesstravel,Eco,2037,0,0
dissatisfied,Female,disloyalCustomer,36,Businesstravel,Eco,1839,0,0
dissatisfied,Male,disloyalCustomer,26,Businesstravel,Eco,1582,0,0
dissatisfied,Male,disloyalCustomer,24,Businesstravel,Eco,1852,0,0
dissatisfied,Male,disloyalCustomer,38,Businesstravel,Eco,1660,0,0
dissatisfied,Female,disloyalCustomer,57,Businesstravel,Eco,2107,0,0
dissatisfied,Male,disloyalCustomer,23,Businesstravel,Eco,2083,10,0
